3,1
9,2
10,3
11,4
21,5
22,6
30,7
34,8
35,9
37,10
40,11
48,12
49,13
68,14
74,15
75,16
77,17
79,18
82,19
86,20
88,21
91,22
93,23
94,24
95,25
96,26
100,27
105,28
109,29
110,30
114,31
124,32
126,33
130,34
131,35
134,36
136,37
139,38
142,39
146,40
148,41
153,42
161,43
164,44
169,45
171,46
173,47
177,48
179,49
181,50
182,51
183,52
186,53
193,54
194,55
195,56
203,57
204,58
210,59
211,60
215,61
224,62
234,63
243,64
244,65
251,66
253,67
256,68
257,69
258,70
260,71
261,72
271,73
284,74
289,75
295,76
309,77
314,78
316,79
321,80
323,81
330,82
340,83
341,84
346,85
349,86
352,87
356,88
357,89
369,90
379,91
382,92
395,93
400,94
403,95
405,96
408,97
413,98
416,99
425,100
444,101
460,102
466,103
471,104
475,105
476,106
479,107
480,108
482,109
483,110
484,111
487,112
489,113
497,114
501,115
502,116
507,117
513,118
516,119
517,120
522,121
530,122
532,123
552,124
554,125
561,126
564,127
574,128
593,129
595,130
608,131
609,132
610,133
611,134
613,135
615,136
621,137
622,138
624,139
640,140
649,141
650,142
652,143
655,144
663,145
674,146
681,147
684,148
685,149
686,150
692,151
693,152
697,153
699,154
706,155
707,156
711,157
712,158
713,159
717,160
728,161
732,162
739,163
740,164
751,165
752,166
754,167
756,168
763,169
766,170
768,171
770,172
772,173
776,174
783,175
784,176
786,177
796,178
799,179
806,180
807,181
809,182
810,183
814,184
816,185
820,186
826,187
837,188
838,189
841,190
846,191
858,192
865,193
867,194
871,195
878,196
879,197
884,198
899,199
900,200
902,201
904,202
912,203
921,204
922,205
927,206
929,207
930,208
935,209
938,210
940,211
943,212
950,213
956,214
957,215
959,216
963,217
971,218
974,219
977,220
978,221
980,222
981,223
984,224
985,225
988,226
995,227
996,228
999,229
1003,230
1004,231
1005,232
1009,233
1014,234
1015,235
1019,236
1021,237
1026,238
1027,239
1034,240
1037,241
1043,242
1048,243
1051,244
1052,245
1053,246
1054,247
1059,248
1065,249
1066,250
1067,251
1074,252
1075,253
1080,254
1083,255
1084,256
1086,257
1087,258
1091,259
1092,260
1093,261
1095,262
1100,263
1103,264
1107,265
1114,266
1116,267
1119,268
1137,269
1140,270
1143,271
1146,272
1153,273
1155,274
1163,275
1164,276
1166,277
1167,278
1168,279
1170,280
1172,281
1177,282
1179,283
1183,284
1185,285
1187,286
1196,287
1199,288
1206,289
1210,290
1211,291
1214,292
1218,293
1223,294
1231,295
1236,296
1237,297
1239,298
1240,299
1242,300
1244,301
1246,302
1252,303
1253,304
1254,305
1255,306
1260,307
1264,308
1267,309
1274,310
1276,311
1286,312
1287,313
1290,314
1291,315
1295,316
1302,317
1311,318
1318,319
1319,320
1323,321
1328,322
1331,323
1332,324
1334,325
1341,326
1356,327
1361,328
1365,329
1366,330
1376,331
1384,332
1390,333
1397,334
1408,335
1417,336
1423,337
1435,338
1436,339
1450,340
1452,341
1455,342
1466,343
1469,344
1477,345
1479,346
1484,347
1492,348
1494,349
1508,350
1510,351
1515,352
1517,353
1522,354
1526,355
1530,356
1534,357
1547,358
1557,359
1563,360
1565,361
1567,362
1574,363
1575,364
1578,365
1580,366
1584,367
1585,368
1587,369
1593,370
1597,371
1599,372
1600,373
1602,374
1607,375
1609,376
1611,377
1612,378
1616,379
1622,380
1624,381
1630,382
1635,383
1636,384
1638,385
1639,386
1643,387
1647,388
1649,389
1650,390
1652,391
1655,392
1657,393
1659,394
1662,395
1666,396
1674,397
1683,398
1684,399
1697,400
1698,401
1701,402
1703,403
1707,404
1709,405
1711,406
1715,407
1718,408
1731,409
1734,410
1738,411
1740,412
1741,413
1742,414
1743,415
1747,416
1749,417
1751,418
1754,419
1756,420
1758,421
1761,422
1763,423
1768,424
1771,425
1781,426
1785,427
1787,428
1796,429
1802,430
1803,431
1804,432
1808,433
1809,434
1813,435
1818,436
1822,437
1826,438
1827,439
1832,440
1834,441
1838,442
1845,443
1849,444
1852,445
1853,446
1862,447
1869,448
1870,449
1873,450
1878,451
1889,452
1891,453
1900,454
1901,455
1902,456
1903,457
1911,458
1914,459
1915,460
1918,461
1919,462
1922,463
1923,464
1926,465
1927,466
1932,467
1936,468
1940,469
1941,470
1944,471
1948,472
1963,473
1969,474
1970,475
1974,476
1975,477
1981,478
1982,479
1984,480
1990,481
1993,482
2001,483
2012,484
2014,485
2018,486
2020,487
2024,488
2034,489
2035,490
2044,491
2046,492
2050,493
2053,494
2057,495
2059,496
2063,497
2073,498
2074,499
2079,500
2082,501
2083,502
2090,503
2093,504
2096,505
2097,506
2101,507
2102,508
2105,509
2108,510
2117,511
2121,512
2122,513
2123,514
2127,515
2129,516
2131,517
2132,518
2133,519
2137,520
2141,521
2143,522
2145,523
2146,524
2148,525
2157,526
2159,527
2168,528
2172,529
2180,530
2181,531
