1,1
7,2
8,3
11,4
15,5
16,6
17,7
19,8
20,9
21,10
25,11
28,12
31,13
34,14
36,15
37,16
42,17
43,18
46,19
47,20
53,21
55,22
61,23
66,24
70,25
71,26
72,27
76,28
81,29
92,30
96,31
104,32
113,33
115,34
117,35
119,36
121,37
122,38
127,39
130,40
133,41
134,42
136,43
137,44
147,45
154,46
158,47
160,48
161,49
170,50
172,51
174,52
178,53
179,54
182,55
183,56
184,57
188,58
205,59
206,60
211,61
215,62
217,63
218,64
219,65
223,66
226,67
236,68
248,69
253,70
256,71
261,72
266,73
267,74
269,75
270,76
280,77
281,78
289,79
290,80
293,81
313,82
316,83
317,84
324,85
327,86
332,87
336,88
342,89
347,90
350,91
357,92
373,93
375,94
378,95
382,96
387,97
388,98
393,99
398,100
404,101
408,102
422,103
426,104
427,105
428,106
429,107
437,108
439,109
440,110
442,111
444,112
449,113
453,114
454,115
462,116
467,117
476,118
477,119
486,120
487,121
490,122
491,123
494,124
501,125
506,126
507,127
508,128
512,129
514,130
515,131
524,132
529,133
532,134
540,135
541,136
542,137
546,138
548,139
550,140
562,141
563,142
566,143
575,144
576,145
578,146
581,147
583,148
586,149
597,150
606,151
607,152
617,153
621,154
626,155
627,156
628,157
637,158
646,159
649,160
655,161
669,162
673,163
679,164
688,165
691,166
693,167
700,168
702,169
710,170
711,171
715,172
716,173
720,174
721,175
722,176
727,177
728,178
738,179
740,180
748,181
751,182
755,183
756,184
758,185
760,186
761,187
762,188
766,189
771,190
773,191
781,192
787,193
789,194
797,195
799,196
801,197
804,198
806,199
809,200
811,201
815,202
816,203
817,204
818,205
821,206
824,207
828,208
831,209
834,210
837,211
854,212
855,213
858,214
859,215
865,216
867,217
868,218
870,219
875,220
876,221
877,222
878,223
880,224
883,225
887,226
890,227
903,228
908,229
910,230
915,231
923,232
932,233
937,234
939,235
941,236
946,237
947,238
953,239
954,240
956,241
958,242
963,243
976,244
978,245
981,246
989,247
996,248
1006,249
1011,250
1013,251
1014,252
1017,253
1018,254
1021,255
1025,256
1030,257
1033,258
1038,259
1040,260
1041,261
1042,262
1046,263
1050,264
1051,265
1052,266
1056,267
1063,268
1068,269
1072,270
1075,271
1080,272
1081,273
1087,274
1088,275
1090,276
1093,277
1095,278
1098,279
1101,280
1102,281
1103,282
1107,283
1110,284
1111,285
1116,286
1141,287
1145,288
1148,289
1154,290
1162,291
1167,292
1168,293
1169,294
1170,295
1171,296
1173,297
1179,298
1180,299
1182,300
1188,301
1189,302
1190,303
1195,304
1199,305
1212,306
1220,307
1222,308
1224,309
1232,310
1233,311
1238,312
1242,313
1246,314
1251,315
1253,316
1261,317
1265,318
1268,319
1270,320
1274,321
1275,322
1285,323
1287,324
1289,325
1302,326
1310,327
1311,328
1317,329
1318,330
1321,331
1322,332
1325,333
1338,334
1347,335
1351,336
1353,337
1354,338
1359,339
1360,340
1363,341
1366,342
1371,343
1375,344
1376,345
1378,346
1391,347
1400,348
1403,349
1409,350
1411,351
1414,352
1418,353
1426,354
1428,355
1431,356
1433,357
1439,358
1440,359
1443,360
1445,361
1447,362
1448,363
1460,364
1461,365
1466,366
1479,367
1482,368
1483,369
1484,370
1489,371
1496,372
1504,373
1513,374
1514,375
1515,376
1517,377
1522,378
1529,379
1531,380
1532,381
1537,382
1538,383
1540,384
1553,385
1558,386
1560,387
1561,388
1562,389
1566,390
1572,391
1576,392
1577,393
1578,394
1579,395
1589,396
1594,397
1595,398
1596,399
1598,400
1604,401
1606,402
1610,403
1614,404
1629,405
1630,406
1631,407
1632,408
1636,409
1637,410
1640,411
1645,412
1651,413
1653,414
1655,415
1656,416
1659,417
1663,418
1666,419
1668,420
1670,421
1680,422
1684,423
1685,424
1691,425
1698,426
1699,427
1702,428
1705,429
1706,430
1709,431
1716,432
1719,433
